sentiment,review_text,sentiment_predicted,sentiment_predicted_2nd_prompt
positive,"Este  é o quarto produto que adquiri da marca. Todos foram satisfatórios. Este ultimo  adquiri para substituir um I5 da Lenovo que desisti de usar por tão lerdo. Este I3 da Asus funciona mais fluído, sem os travamentos constantes do Lenovo. Além disto, foi bem mais barato, e ainda veio com leitor de CD / DVD, ausente no da outra marca.
",positive,positive
positive,"Nao vi defeito ate agr ja tenho ele 1 semana e te agr nao deu problema e vem super protegido em duas caixas etc (nesse momento eu estou usando ele..) muito bom viuuu
",positive,positive
positive,"Preço incrível, só vai me custar um Rins ,mas para que dois rins mesmo se posso usar só um e ainda usufruir de uma maquina dessa com essa super placa de videio .
",positive,positive
positive,"Achei o preço excelente, então eu comprei 3, pretendo ouvir musica e usar internet.
",positive,positive
positive,"O produto chegou no prazo estipulado e é muito fácil de manusear. Super recomendo.
",positive,positive
positive,"Ótimo produto, atendeu às minhas expectativas. Chegou bem antes do prazo. Estou muito satisfeita.
",positive,positive
negative,"Na segunda vez q tentei usar não funcionou mais estou por uma semana tentando entra em contato com a Asus para obter a garantia é até agora nada. Espero conseguir pelo menos mandar para assistente para poder usar.
",negative,negative
positive,"Excelente produto! Vale a pena o investimento! Conjunto muito equilibrado, desempenho bom para jogos não muito pesados.
",positive,positive
positive,"100 satisfeito com o note book, vale muito apena adquiri
",positive,positive
positive,"Muito bom, excelente produto, bem embalado, chegou em perfeito estado, funcionando tudo certinho como deveria. Parabens recomendo bastante a compra deste produto
",positive,positive
positive,"Produto de excelente qualidade, aconselho para quem deseja um notebook rápido e estável.
",positive,positive
positive,"A compra foi rápida e fácil. O produto chegou antes da data prevista e em perfeito estado. O produto é excelente!!!
",positive,positive
positive,"Ola, bom dia!  Recebido corretamente. Muito obrigada!
",positive,positive
positive,"O produto é ótimo, chegou intacto e muito antes do prazo combinado.
",positive,positive
positive,"Comprei para minha filha, produto bom, bastante versátil.
",positive,positive
positive,"Produto muito bom e foi presente para o meu afilhado.
",positive,positive
positive,"Queria um computador para tarefas de rotina e que me proporcionasse qualidade de vídeo para séries e filmes. Este notebook tem me atendido neste sentido.
",positive,positive
positive,"otimo notebook , configuração excelente , acabamento premium muito sofisticado... velocidade inigualável dentre os  pcs que já tive. Entrega na <empresa> foi super rápida . RECOMENDO
",positive,positive
positive,"Produto muito bom, perfeito mesmo, entrega rápida, produto melhor do que eu esperava.
",positive,positive
positive,"Ótima qualidade de construção. Não é pesado pra um computador de 15.6. Som excelente. Os poréns são q a porta vga nao entra até o fim (mas funciona), a interrogação no teclado fica num lugar estranho (tem q usar alt gr) e tem hora q parece q o windows 10 é meio pesado
",positive,positive
negative,"A  empresa esta de parabéns pela agilidade da entrega,mais o produto não presta seria mais interessante juntar mais um pouco de grana e comprar outro produto para lhe atender pois esse e dinheiro jogado fora,leiam o que escrevo pois me arrependi.
",negative,negative
positive,"Ele é um produto excelente,super leve e sem falar que é dujeito que eu imaginei.E a entrega foi super rapida.
",positive,positive
positive,"a entrega foi rápida, o produto é excelente e o preço foi cerca de 400 reais a menos em relação ao mesmo produto em lojas físicas de outras empresas.
",positive,positive
positive,"bom laptop para escritório apesar do Windows 10. Programas 3D leves como Sketchup rodam bem.  Não acompanha os jogos contemporâneos.
",positive,positive
positive,"Acabamento, velocidade, comodidade, recomendo. Não deixa a desejar pra nenhuma máquina, gostei muito.
",positive,positive
positive,"Entrega rápida e sem problemas. Atendeu as expectativas
",positive,positive
positive,"Pesquisei por meses e consegui o melhor custo benefício do mercado.
",positive,positive
negative,"Produto veio com defeito e não acessa nada. Liguei pra assistência técnica e não foi possível resolver pediram pra levar numa assistência na Barra Funda e não era lá mas sim em Pinheiros. Muito  ruim.
",negative,negative
positive,"Além de chegar dentro do prazo o produto chegou em ótimo estado e é maravilhoso. Podem comprar sem medo algum!!!
",positive,positive
negative,"Poucas existem palavras para definir uma coisa tão ruim, quanto mais quando falo de um notebook que compro para utiliza-lo em locais com pouco ou nenhum fornecimento de energia elétrica, pois a bateria é um lixo não suporta um segundo se desconectado da tomada.
",negative,negative
positive,"Máquina boa, design bonito, teclado macio. Bom custo beneficio. Às vezes pensa demais, poderia ser mais rápido e mais leve. Recomendo pela configuração equilibrada.
",positive,positive
positive,"Boa configuração, entrega antes do prazo. Recomendo!
",positive,positive
positive,"Chegou antes da data prevista, muito bem embalado, funciona perfeitamente.
",positive,positive
positive,"Produto de qualidade, leve, maus pad que se assemelha ao Apple e memória SSD que faz a diferença. Tela touch muito boa de usar e bateria que dia mais. Recomendo.
",positive,positive
negative,"Só funciona conectado na tomada, maior dor de cabeça só em entrar em contato com a loja e a assistência só pra trocar. Odiei
",negative,negative
positive,"FIQUEI BASTANTE SATISFEITA COM O PRODUTO QUE COMPREI. A ENTREGA FOI  RÁPIDA .
",positive,positive
positive,"Um ótimo custo-benefício. A Bateria dura bastante, tem uma excelente resposta ao abrir os programas e inicializa muito rápido.
",positive,positive
positive,"Muito bom, excelente configuração por um preço bom.
",positive,positive
positive,"Excelente oportunidade Equipamento que atendeu minha necessidade
",positive,positive
positive,"Recomendaria sem problemas, ótimo produto. Entrega  adiantada. Parabéns!
",positive,positive
positive,"Falta um suporte na região. O atendimento por telefone deixa muito a desejar.
",negative,negative
positive,"Muito bom custo e benefício.mas estou testando ainda mas pelo que percebi é muito bom. A loja entregou bem rápido, só falta entregar um outro produto que comprei no mesmo dia e até agora não entregaram.
",positive,negative
positive,"Muito bom eu recomendo a tds, chegou muito rápido !!!
",positive,positive
positive,"O notebook cumpre o que promete, o único problema que os compradores devem ficar atentos é que nele a versão do Office já instalada é a 2016 e você terá que assinar uma conta para poder acessá-la já que o teste dura poucos dias, e além do mais o notebook não possui entrada para cd, vale ressaltar também que ele não possui entrada para adaptador de sd card.
",negative,negative
positive,"O único ponto fraco é a bateria que não dura muito, principalmente quando utilizo programas mais pesados. Gostei do desempenho. É rápido. Consegui rodar todos programas e jogos que testei até agora. Todos em configurações entre médio e máximo.
",negative,negative
positive,"O notebook atende totalmente às minhas necessidades. Gostei muito e recomendo.
",positive,positive
positive,"Realizei a compra e dentro de 12 dias já obtive o produto em excelentes condições. Super indico.
",positive,positive
positive,"Excelente produto para necessidades de trabalho e uso pessoal. Início estranhei o teclado, mas já acostumei.
",positive,positive
positive,"muito bom notebook pelo preço e oque entrega, só tem um detalhe o hd faz muito barulho so pesquisar ai no youtube ideapad 320 faz um barulinho chato.
",negative,negative
positive,"Excelente produto,entrega chegou no prazo correto,
",positive,positive
positive,"Vir com  distro do linux faz o preço cair, e é só formatar e por windows.
",negative,negative
positive,"Fantastic this laptop, I would like to buy several of this...
",positive,positive
positive,"Muito bom atende bem as expectativas e as necessidades do universitário
",positive,positive
negative,"Tenho dois Notebook Dell Inspiron i5, ambos apresentaram problemas. Um deles não funciona mais o teclado e nem o som. O outro apresentou problema na placa mãe  e a assistência da DELL  cobrou R$ 1.200,00 (isso mesmo) para  fazer o reparo e vc. só encontra a placa na  Dell. Ou seja, não compensa consertar.
",negative,negative
positive,"Cumpre o que promete. Notebook fantástico. Melhor custo benefício.
",positive,positive
positive,"Comprei a pouco tempo entrega super rápida , e produto me parece ser muito bom
",positive,positive
negative,"Existe a possibilidade de comprar uma máquina e eventualmente ela dar problema, ocorre que comprei duas e elas estão em constante problema e iguais. Para ligar, vc pode primeiro liga, depois vai tomar banho tomar seu café da manha e ai sim ela terá ligado. Quando liga o monitor pisca feito falta de energia. tente conectar em seu televisor, impossível, a TV sansung não consegue espelhar a máquina, não consegui resolver isto. Por vezes elas apresentam apagão e diz que foi desligada incorretamente, Gente, foram as minhas primeiras compras de um Dell, e esta semana tive de adquirir mais dois para a empresa e não tive na Dell minha opção.  Um computador I7 de 7a. geração, é brincadeira de ruim. Cada um na sua, mas sugiro outra opção.
",negative,negative
positive,"Notebook lindo, leve, rápido, qualidade imagem excelente. Foi indicação e estou amando o produto.
",positive,positive
negative,"Meu notebook chegou dentro do prazo. Dia 18/01 no final da tarde. Fui utiliza-lo no dia 20/01 para fazer um trabalho, no paint mesmo.  Quando eu estava quase terminando, simplesmente o notebook desligou e eu perdi tudo que havia feito. Alem do que ele trava! Solicitei devolução  e aguardo o reembolso.
",negative,negative
positive,"Entrega no prazo esperado. Ótimo notebook. Sem problemas. Por enquanto estou gostando muito. Estou a 1 mês com ele.
",positive,positive
negative,"Muito Ruim, ele deu problema no mesmo dia realmente fiquei decepcionada com esse produto
",negative,negative
positive,"Ótimos produtos, bom acabamento, porém faltou o leitor de cd/dvd
",positive,positive
positive,"Excelente. Recomendo. Potente e rápido e fácil manuseio.
",positive,positive
positive,"PROduto maravilhoso, leve, pratico, bonito, e configuração excelente. Recomendo demais!!!
",positive,positive
